oslaua,languages,_id,user_id
E06000009,en_es_et_fr_lv_no_tl_und,1.0,1.0
E06000009,en_es_ht,1.0,1.0
E06000009,en_es_ht_nl_und,1.0,1.0
E06000009,en_es_is_pt_und,1.0,1.0
E06000009,en_es_it_sv_und,1.0,1.0
E06000009,en_es_und,2.0,2.0
E06000009,en_et_in_pt,1.0,1.0
E06000009,en_et_pl,1.0,1.0
E06000009,en_fi_ht_in_nl_pl_tl_tr_und,1.0,1.0
E06000009,en_fi_it,1.0,1.0
E06000009,en_fr,2.0,2.0
E06000009,en_fr_ht_lv_nl_sv_tl_und,1.0,1.0
E06000009,en_fr_ht_nl,1.0,1.0
E06000009,en_fr_tl_tr_und,1.0,1.0
E06000009,en_ht_it,1.0,1.0
E06000009,en_ht_ja_ko_th_und,1.0,1.0
E06000009,en_ht_ro_tl_und,1.0,1.0
E06000009,en_hu_in_tl_und,1.0,1.0
E06000009,en_in_pt_tl_und,1.0,1.0
E06000009,en_in_pt_und_vi,1.0,1.0
E06000009,en_in_und,2.0,2.0
E06000009,en_is,1.0,1.0
E06000009,en_it_tl_und,1.0,1.0
E06000009,en_lv_pl_vi,1.0,1.0
E06000009,en_nl,1.0,1.0
E06000009,en_nl_pl_und,1.0,1.0
E06000009,en_nl_tl_und,1.0,1.0
E06000009,en_nl_und,2.0,2.0
E06000009,en_nl_und_vi,1.0,1.0
E06000009,en_no_tl,1.0,1.0
E06000009,en_pl,1.0,1.0
E06000009,en_pl_vi,1.0,1.0
E06000009,en_pt_und,1.0,1.0
E06000009,en_ro,3.0,3.0
E06000009,en_sv_und,1.0,1.0
E06000009,en_tl,3.0,3.0
E06000009,en_tl_und,4.0,4.0
E06000009,en_und,15.0,15.0
E06000009,en_und_vi,1.0,1.0
E06000010,ar_cy_da_en_es_ht_und,1.0,1.0
E06000010,ar_cy_in_und_ur,1.0,1.0
E06000010,bs_da_de_en_es_et_ht_in_is_it_lv_nl_no_pl_ro_sk_sv_tl_tr_und_vi,1.0,1.0
E06000010,bs_da_de_en_es_hr_ht_is_nl_pt_sk_sv_und_vi,1.0,1.0
E06000010,bs_de_en_es_et_fi_fr_ht_in_is_it_lv_nl_pl_sl_sv_tl_tr_und,1.0,1.0
E06000010,bs_en_und,1.0,1.0
